Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P1,P2,P12,P1*P2-P12,|d|/std1,|d|/std2
"('Spanish', 'SKSE (Skyrim Script Extender)')",45,27,3,0.0057,0.00342,0.00038,-0.000360506,0.4254929972021569,0.548680376190259
"('New models', 'Magic - Spells')",100,80,7,0.012666,0.010133,0.000887,-0.0007586554220000001,0.6027938946961293,0.6730745799241247
"('English', 'Other languages')",459,30,17,0.058138,0.0038,0.002153,-0.0019320755999999999,0.7336290187986599,2.790198597274101
"('English', 'Plants / Foliage')",459,15,8,0.058138,0.0019,0.001013,-0.0009025378,0.3427029049187833,1.8415250841883817
"('Books', 'Magic - Enchantments')",38,39,8,0.004813,0.00494,0.001013,-0.00098922378,1.2700193474781551,1.2536679009083649
"('Cheating', 'Czech')",50,8,1,0.006333,0.001013,0.000127,-0.000120584671,0.13506505272632777,0.3368088766986893
"('Replacer', 'Other languages')",255,30,4,0.032299,0.0038,0.000507,-0.0003842638,0.19312584954992384,0.5549329000082687
"('Races - Modified', 'Not Safe For Work')",31,39,2,0.003927,0.00494,0.000253,-0.00023360062000000003,0.3318746065873554,0.2960478759682593
"('Chargen', 'Clothing')",26,85,1,0.003293,0.010766,0.000127,-9.1547562e-05,0.1419852500891319,0.07882176313523906
"('Saved games', 'Dragonborn')",98,41,1,0.012413,0.005193,0.000127,-6.2539291e-05,0.05018835492683906,0.07731262924609261
"('Japanese', 'Magic - Spells')",21,80,4,0.00266,0.010133,0.000507,-0.00048004621999999997,0.8281265040903458,0.4258941523397745
"('Italian', 'Magic - Spells')",29,80,6,0.003673,0.010133,0.00076,-0.000722781491,1.0616263168177082,0.6412474416241073
"('Gameplay Effects/Changes', 'English')",168,459,72,0.021279,0.058138,0.00912,-0.007882881498,4.853510845038802,2.9932113519180366
"('Companion Friendly', 'Unbalanced')",137,32,5,0.017353,0.004053,0.000633,-0.000562668291,0.3828621720008742,0.7869046156967842
"('Sexy/Skimpy', 'NPC Vendors')",103,33,4,0.013046,0.00418,0.000507,-0.00045246771999999996,0.3543043834727019,0.6231392471426324
"('Classes component', 'NPCs')",4,115,1,0.000507,0.014566,0.000127,-0.000119615038,0.47213695161749436,0.08871109208698491
"('Non-Playable Resource', 'Utilities for Players')",18,63,7,0.00228,0.00798,0.000887,-0.0008688056,1.6185529669495515,0.8676349123246544
"('Locations - Caverns', ""Modder's Resource"")",13,68,2,0.001647,0.008613,0.000253,-0.00023881438900000003,0.523296336349083,0.22963481063637597
"('Replacer', 'Weapons')",255,176,38,0.032299,0.022293,0.004813,-0.004092958393,2.057066179069212,2.4633423691329264
"('English', 'Books')",459,38,27,0.058138,0.004813,0.00342,-0.003140181806,1.1923593969020592,4.031536371091781
"('Faction: College of Winterhold', 'Russian')",8,28,1,0.001013,0.003547,0.000127,-0.000123406889,0.3446917034833544,0.18444057506130182
"('Related to horses', 'Magic - Potions')",16,14,1,0.002027,0.001773,0.000127,-0.000123406129,0.24379597236686287,0.26064162385780465
"('Official', 'Items - Ingredients')",11,21,1,0.001393,0.00266,0.000127,-0.00012329462,0.2937293419832676,0.21269523304182592
"('French', 'Russian')",41,28,17,0.005193,0.003547,0.002153,-0.002134580429,2.6388214938868164,3.190285769535608
"('Weapons', 'Dragonborn')",176,41,5,0.022293,0.005193,0.000633,-0.000517232451,0.3112957643101969,0.6394156390134126
"('Related to vampires', 'New textures')",23,340,8,0.002913,0.043065,0.001013,-0.0008875516550000001,1.4632985290338416,0.3884778485980593
"('Related to horses', 'Items - Clutter')",16,46,1,0.002027,0.005826,0.000127,-0.000115190698,0.22756591146723065,0.13448598753661115
"('Replacer', 'Creatures - Rideable')",255,5,2,0.032299,0.000633,0.000253,-0.00023255473300000002,0.11687890032181203,0.8215554720874083
"('Fair and balanced', 'Clothing - Male')",292,47,19,0.036985,0.005953,0.002407,-0.0021868282949999997,1.0295831213674767,2.5259186001105474
"('Audio - Voices', 'Lighting')",22,38,1,0.002787,0.004813,0.000127,-0.000113586169,0.19144281391600665,0.14582810801002322
"('Cheating', 'Humor, Joke or Just for Fun')",50,58,10,0.006333,0.007346,0.001267,-0.0012204777819999999,1.3670385680874941,1.2699351220812678
"('Not Lore-Friendly', 'Items - Furniture')",76,19,1,0.009626,0.002407,0.000127,-0.000103830218,0.0944881376417817,0.18827172048622204
"('New textures', 'Items - Clutter')",340,46,22,0.043065,0.005826,0.002787,-0.00253610331,1.1100423869878504,2.960919276139973
"('Audio - Voices', 'Environment - Sky')",22,21,2,0.002787,0.00266,0.000253,-0.00024558658,0.41392175076534615,0.4236607798867869
"('Hair', 'English')",13,459,9,0.001647,0.058138,0.00114,-0.001044246714,2.288180716283258,0.39651124012722117
"('Environment - Water', 'Clothing - Female')",10,86,1,0.001267,0.010893,0.000127,-0.000113198569,0.28275090033286704,0.09689951746959186
"('Items - Leveled', 'Dawnguard')",15,33,1,0.0019,0.00418,0.000127,-0.000119058,0.24292422264563363,0.16396686262239332
"('Audio - Voices', 'Magic - Spells')",22,80,4,0.002787,0.010133,0.000507,-0.000478759329,0.8069207187743008,0.42475243029559573
"('Body models', 'Not Lore-Friendly')",31,76,2,0.003927,0.009626,0.000253,-0.00021519869800000003,0.30573113734398955,0.19583628531875194
"('Companions', 'Faction: Companions')",85,4,3,0.010766,0.000507,0.00038,-0.00037454163800000004,0.32247753659153106,1.4783671867340218
"('Italian', 'NPCs')",29,115,3,0.003673,0.014566,0.00038,-0.000326499082,0.47956404831072647,0.2421442204417311
"('For male characters', 'Fair and balanced')",180,292,52,0.022799,0.036985,0.006586,-0.0057427789849999996,3.4186002416012116,2.703764317582076
"('Gameplay Effects/Changes', 'Items - Leveled')",168,15,5,0.021279,0.0019,0.000633,-0.0005925699,0.3648468439901389,1.209071060497412
"('Quests', 'Utilities for Modders')",25,26,1,0.003167,0.003293,0.000127,-0.000116571069,0.18434510548391025,0.18079533767510325
"('Classes component', 'Utilities for Players')",4,63,1,0.000507,0.00798,0.000127,-0.00012295414,0.48531684493007166,0.12278846324062975
"('Not Lore-Friendly', 'Spanish')",76,45,2,0.009626,0.0057,0.000253,-0.00019813180000000002,0.18030497431502998,0.23384823948299976
"('Classes component', 'New textures')",4,340,1,0.000507,0.043065,0.000127,-0.000105166045,0.4151047956024412,0.04603076190215282
"('Nudity', ""Modder's Resource"")",64,68,5,0.008106,0.008613,0.000633,-0.000563183022,0.5580713014900918,0.5415353201795222
"('Clothing - Male', 'Locations - Dungeons')",47,29,2,0.005953,0.003673,0.000253,-0.00023113463100000003,0.2669744418926078,0.3394921010747771
"('Faction: College of Winterhold', 'NPCs')",8,115,1,0.001013,0.014566,0.000127,-0.000112244642,0.31351407665628184,0.08324492421038779
"('Companion Friendly', 'Creatures')",137,46,12,0.017353,0.005826,0.00152,-0.001418901422,0.9654776872472611,1.6565778510585276
"('Unrealistic', 'Italian')",57,29,1,0.00722,0.003673,0.000127,-0.00010048094,0.10545438611712417,0.1475870807026257
"('Faction: Companions', 'Creatures')",4,46,1,0.000507,0.005826,0.000127,-0.000124046218,0.4896274264963169,0.1448248722992524
"('Czech', 'Locations - Player-Owned')",8,51,1,0.001013,0.00646,0.000127,-0.00012045602,0.3364495375021163,0.13359667192654995
"('French', 'German')",41,57,17,0.005193,0.00722,0.002153,-0.00211550654,2.615241877217703,2.2202165256660757
"('Audio - Music', 'Clothing - Female')",26,86,1,0.003293,0.010893,0.000127,-9.1129351e-05,0.14133662775416433,0.07800796615385719
"('For female characters', 'New models')",209,100,33,0.026472,0.012666,0.00418,-0.0038447056479999995,2.127999699522576,3.0548323050383805
"('Companions', 'Czech')",85,8,1,0.010766,0.001013,0.000127,-0.000116094042,0.09995609801096063,0.3242659581285457
"('Not Safe For Work', 'Unrealistic')",39,57,10,0.00494,0.00722,0.001267,-0.0012313331999999999,1.560499190752147,1.2922797767580008
"('Environment - Weather', 'Russian')",14,28,2,0.001773,0.003547,0.000253,-0.000246711169,0.5210697412931353,0.3687277935059689
"('Related to Movies/TV/Other Games', 'Not Lore-Friendly')",64,76,11,0.008106,0.009626,0.001393,-0.0013149716439999999,1.303036327664092,1.1966576213228401
"('Scripted Events', 'Hearthfire')",23,12,1,0.002913,0.00152,0.000127,-0.00012257224,0.2020837632175707,0.27956108090939785
"('Solstheim', 'Animation - Modified')",10,17,1,0.001267,0.002153,0.000127,-0.000124272149,0.31041083227872085,0.23822968845853976
"('Creatures - Rideable', 'Utilities for Players')",5,63,1,0.000633,0.00798,0.000127,-0.00012194866,0.430812943018996,0.12178433809267468
"('Animation - New', 'Weapons')",7,176,4,0.000887,0.022293,0.000507,-0.00048722610899999994,1.4542447517217472,0.2932364813920739
"('Quests', 'Magic - Enchantments')",25,39,3,0.003167,0.00494,0.00038,-0.00036435502000000005,0.5761898314194257,0.46175617928313994
"('Gameplay Effects/Changes', 'Official')",168,11,5,0.021279,0.001393,0.000633,-0.000603358353,0.37148932284130215,1.4374029621632973
"('Cheating', 'Plants / Foliage')",50,15,1,0.006333,0.0019,0.000127,-0.00011496729999999999,0.1287731210570168,0.23457761748196135
"('Spanish', 'Non-Playable Resource')",45,18,2,0.0057,0.00228,0.000253,-0.00024000400000000001,0.283268576113869,0.4471186491889097
"('Solstheim', 'Items - Clutter')",10,46,1,0.001267,0.005826,0.000127,-0.000119618458,0.2987866984071967,0.13965542991793178
"('Chargen', 'Plants / Foliage')",26,15,1,0.003293,0.0019,0.000127,-0.0001207433,0.1872662392373385,0.2463628844106951
"('Items - Apparatus', 'Weapons')",22,176,7,0.002787,0.022293,0.000887,-0.000824869409,1.3902689223737565,0.4964467187515182
"('Armor - Shields', 'Books')",74,38,6,0.009373,0.004813,0.00076,-0.000714887751,0.6592035449452399,0.9178118171048677
"('Fair and balanced', 'Locations - Caverns')",292,13,4,0.036985,0.001647,0.000507,-0.000446085705,0.21002211906687965,0.9774746660017952
"('Animation - Modified', 'Creatures - Rideable')",17,5,1,0.002153,0.000633,0.000127,-0.000125637151,0.24084639705996003,0.44384342373939983
"('Audio - Voices', 'Lore-Friendly')",22,322,11,0.002787,0.040785,0.001393,-0.0012793322049999998,2.156239262357457,0.574713218006556
"('New textures', 'Magic - Enchantments')",340,39,11,0.043065,0.00494,0.001393,-0.0011802588999999999,0.5165946519030624,1.4957714600142504
"('Cheating', 'French')",50,41,1,0.006333,0.005193,0.000127,-9.411273099999999e-05,0.1054142360659897,0.11634450219687086
"('Companion Friendly', 'Environment - Other')",137,62,5,0.017353,0.007853,0.000633,-0.000496726891,0.3379929870252835,0.5000206363250784
"('Replacer', 'Utilities for Modders')",255,26,4,0.032299,0.003293,0.000507,-0.00040063939299999994,0.2013560037044624,0.6213697357736626
"('French', 'Items - Furniture')",41,19,1,0.005193,0.002407,0.000127,-0.000114500449,0.1415483070002846,0.20761967898088127
"('Creatures', 'Locations - Buildings')",46,55,1,0.005826,0.006966,0.000127,-8.6416084e-05,0.10089141395589721,0.09232022516294563
"('Unbalanced', 'Dawnguard')",32,33,1,0.004053,0.00418,0.000127,-0.00011005846,0.15391930122196967,0.15157268214863487
"('For male characters', 'Locations - Dungeons')",180,29,4,0.022799,0.003673,0.000507,-0.00042325927299999993,0.25196063730071494,0.621686067849143
"('Not Lore-Friendly', 'Russian')",76,28,1,0.009626,0.003547,0.000127,-9.2856578e-05,0.08450184630267114,0.13878091234067677
"('Hair', 'Items - Clutter')",13,46,1,0.001647,0.005826,0.000127,-0.000117404578,0.2572599825130727,0.13707070872727145
"('Armor - Shields', 'NPC Trainers')",74,8,1,0.009373,0.001013,0.000127,-0.000117505151,0.10835241194183742,0.3282073715208782
"('Audio - Sound FX', 'Video')",40,11,4,0.005066,0.001393,0.000507,-0.000499943062,0.6257010504501372,1.1910328822973781
"('Locations - Buildings', ""Modder's Resource"")",55,68,2,0.006966,0.008613,0.000253,-0.00019300184200000001,0.20618816180449995,0.1855832122416282
"('For male characters', 'Books')",180,38,4,0.022799,0.004813,0.000507,-0.00039726841299999997,0.23648862270508045,0.5100348180590061
"('Related to Movies/TV/Other Games', 'Audio - Sound FX')",64,40,2,0.008106,0.005066,0.000253,-0.00021193500400000002,0.21001137977058515,0.26524611442643453
"('German', 'User Interface')",57,39,3,0.00722,0.00494,0.00038,-0.0003443332,0.36137645831881093,0.436382028803493
"('Gameplay Effects/Changes', 'Replacer')",168,255,22,0.021279,0.032299,0.002787,-0.002099709579,1.292796703298654,1.0552859682657796
"('French', 'Utilities for Players')",41,63,4,0.005193,0.00798,0.000507,-0.00046555985999999997,0.5755366949721701,0.46493253302347304
"('Related to vampires', 'Italian')",23,29,1,0.002913,0.003673,0.000127,-0.000116300551,0.1917436852778166,0.1708230317729595
"('Birthsigns', 'Armor - Shields')",3,74,1,0.00038,0.009373,0.000127,-0.00012343825999999998,0.5627514098849317,0.11382337781008112
"('Environment - Other', 'Clothing')",62,85,2,0.007853,0.010766,0.000253,-0.00016845460200000002,0.16957160727569276,0.14503814681471222
"('Polish', 'NPCs')",23,115,4,0.002913,0.014566,0.000507,-0.00046456924199999997,0.765931182284784,0.34454233762683567
"('Quests', 'Weapons')",25,176,9,0.003167,0.022293,0.00114,-0.001069398069,1.6911425924565806,0.6436160155798185
"('Creatures', 'Tutorials for Players')",46,18,1,0.005826,0.00228,0.000127,-0.00011371672,0.132765107375461,0.21185007848449805
"('Clothing - Female', 'Items - Clutter')",86,46,4,0.010893,0.005826,0.000507,-0.00044353738199999997,0.37967404248304615,0.5178331572196319
"('Companion Friendly', 'Guilds / Factions')",137,20,7,0.017353,0.002533,0.000887,-0.000843044851,0.5736416782512689,1.490252586479919
"('Companion Friendly', 'Faction: Thieves Guild')",137,3,2,0.017353,0.00038,0.000253,-0.00024640586000000003,0.16766447347811061,1.123357094622924
"('Not Lore-Friendly', 'Magic - Potions')",76,14,1,0.009626,0.001773,0.000127,-0.00010993310199999999,0.10004191721107651,0.2321857305888403
"('Races - New', 'Clothing - Female')",22,86,1,0.002787,0.010893,0.000127,-9.664120899999999e-05,0.1628830794637057,0.08272619170457868
"('Animation - Modified', 'Translation')",17,110,2,0.002153,0.013933,0.000253,-0.00022300225100000003,0.4274952771701332,0.1690479011556078
"('Non-Playable Resource', 'User Interface')",18,39,4,0.00228,0.00494,0.000507,-0.0004957367999999999,0.923539475880538,0.6282595768765585
"('Companions', 'Spanish')",85,45,4,0.010766,0.0057,0.000507,-0.00044563379999999997,0.38368735399700205,0.5259664505350439
"('Related to vampires', 'Environment - Sky')",23,21,1,0.002913,0.00266,0.000127,-0.00011925142,0.1966087567840734,0.205720319081795
"('Unbalanced', 'Not Lore-Friendly')",32,76,2,0.004053,0.009626,0.000253,-0.00021398582200000003,0.299264120119878,0.19473253732863974
"('Environment - Sky', 'Tutorials for Modders')",21,12,1,0.00266,0.00152,0.000127,-0.0001229568,0.2121124606254286,0.28043818007373156
"('Environment - Weather', 'Items - Furniture')",14,19,1,0.001773,0.002407,0.000127,-0.000122732389,0.2592186419598962,0.22254636927001611
"('Clothing', 'Magic - Potions')",85,14,4,0.010766,0.001773,0.000507,-0.00048791188199999994,0.42008846498689617,1.0305010476748488
"('Audio - Voices', 'NPC Vendors')",22,33,1,0.002787,0.00418,0.000127,-0.00011535034,0.19441622047987284,0.1588606675084947
"('Classes component', 'Italian')",4,29,1,0.000507,0.003673,0.000127,-0.000125137789,0.4939360068640635,0.18380322640384483
"('Companions', 'Body models')",85,31,4,0.010766,0.003927,0.000507,-0.000464721918,0.4001220801964119,0.6602268594525614
"('Locations - Dungeons', 'Locations - Player-Owned')",29,51,2,0.003673,0.00646,0.000253,-0.00022927242000000004,0.3367568730291168,0.25428394758971923
"('Environment - Other', 'Quests')",62,25,4,0.007853,0.003167,0.000507,-0.00048212954899999995,0.4853265008398812,0.762438084592971
"('Environment - Water', 'Items - Clutter')",10,46,1,0.001267,0.005826,0.000127,-0.000119618458,0.2987866984071967,0.13965542991793178
"('Scripted Events', 'Clothing')",23,85,4,0.002913,0.010766,0.000507,-0.00047563864199999994,0.7841812037297748,0.4095212975490354
"('Related to horses', 'Clothing')",16,85,1,0.002027,0.010766,0.000127,-0.000105177318,0.20778389793548058,0.0905568806583371
"('Companion Friendly', 'Clothing')",137,85,14,0.017353,0.010766,0.001773,-0.001586177602,1.079299138754663,1.3656869992372433
"('Environment - Weather', 'French')",14,41,2,0.001773,0.005193,0.000253,-0.000243792811,0.5149059828616686,0.3013827452841723
"('Audio - Sound FX', 'Unrealistic')",40,57,1,0.005066,0.00722,0.000127,-9.042347999999999e-05,0.11316902007804434,0.09489911792200645
"('Humor, Joke or Just for Fun', 'Unrealistic')",58,57,18,0.007346,0.00722,0.00228,-0.00222696188,2.317204908321821,2.3371885052193653
"('Locations - World Map', 'Magic - Enchantments')",34,39,3,0.004307,0.00494,0.00038,-0.00035872342000000003,0.48672722122858103,0.45461911253090764
"('Compilation', ""Modder's Resource"")",16,68,4,0.002027,0.008613,0.000507,-0.000489541449,0.9671175535603908,0.4707243914845185
"('Italian', 'Locations - World Map')",29,34,1,0.003673,0.004307,0.000127,-0.000111180389,0.1633025033791714,0.15085304938574318
"('Gameplay Effects/Changes', 'Other languages')",168,30,9,0.021279,0.0038,0.00114,-0.0010591398,0.6521151570040039,1.529552148102886
"('Classes component', 'NPC Vendors')",4,33,1,0.000507,0.00418,0.000127,-0.00012488074,0.49292139922521194,0.17198594919923751
"('For female characters', 'Official')",209,11,2,0.026472,0.001393,0.000253,-0.00021612450400000004,0.11962239028902268,0.5148814145043806
"('Items - Furniture', 'Utilities for Modders')",19,26,1,0.002407,0.003293,0.000127,-0.00011907374899999999,0.21591228469706727,0.1846768571599484
"('Lighting', 'Quests')",38,25,2,0.004813,0.003167,0.000253,-0.00023775722900000001,0.3052456753847894,0.3759885007108171
"('Poses', 'NPCs')",5,115,1,0.000633,0.014566,0.000127,-0.000117779722,0.41608516783029176,0.08734995146949234
"('English', 'Clothing - Male')",459,47,27,0.058138,0.005953,0.00342,-0.003073904486,1.1671932153922855,3.550545113168408
"('Races - Modified', 'Utilities for Players')",31,63,1,0.003927,0.00798,0.000127,-9.566254e-05,0.13590703581029515,0.095533637796135
