Mod,likes,downloads,time,unique_dl,views,dl_dif
9539,738,25791,1510,8936,70158,16855
37718,520,22540,1009,8482,65621,14058
13561,1609,43485,1471,24061,398646,19424
24885,16,410,1279,319,9514,91
59729,40,763,514,536,12526,227
36466,169,3608,1042,2890,32336,718
40662,8,109,958,81,3934,28
32630,27,774,1128,620,19257,154
21793,14,461,1336,340,17775,121
37875,152,2136,1006,1776,35223,360
25692,164,6009,1262,2779,60158,3230
28385,13,501,1205,278,9834,223
16162,1301,40045,1434,26075,193699,13970
6398,98,2747,1538,1460,32325,1287
59703,55,1014,514,620,14440,394
7488,390,7938,1524,4291,50281,3647
53173,14,107,714,87,4043,20
60023,19,372,504,308,8872,64
14481,46,1058,1458,907,53680,151
26866,39,1198,1236,809,13241,389
24968,80,4139,1278,2213,21913,1926
45734,5,83,888,51,3776,32
7517,138,3963,1523,2770,88909,1193
32834,163,2220,1125,1572,16120,648
42286,670,9847,932,7444,59505,2403
51695,160,2072,763,1842,35573,230
61033,204,5703,466,4787,48330,916
31967,437,6203,1139,4641,44514,1562
29273,113,3740,1187,2071,35054,1669
13671,33,1118,1470,681,7374,437
18919,1513,26563,1386,17702,144662,8861
45795,8,87,887,70,7573,17
32570,57,677,1129,487,15508,190
13289,0,0,1476,0,5984,0
55914,433,10265,630,5838,111221,4427
9716,728,29212,1509,19754,207484,9458
18765,23,411,1389,279,12390,132
27310,77,1664,1227,1108,17104,556
52645,39,501,731,351,8159,150
54625,151,2634,668,1589,28715,1045
3295,2,49,1575,42,5061,7
10307,22,934,1506,393,18133,541
19576,13,496,1375,415,17311,81
31658,16,899,1144,465,8637,434
47138,8,260,871,197,9624,63
60671,35,419,479,287,4950,132
4993,25,761,1555,436,31067,325
21996,235,4804,1334,3355,44748,1449
6087,8,212,1542,143,7753,69
29195,9,299,1189,153,6510,146
