Mod,likes,downloads,time,unique_dl,views,dl_dif
3035,163,12208,1663,6868,86418,5340
2884,155,6340,1729,3666,45436,2674
2430,252,4790,1798,3570,27364,1220
2518,46,955,1792,641,23488,314
2257,42,1921,1807,1206,32477,715
2308,488,13718,1804,9528,128506,4190
2888,426,9150,1727,6038,49033,3112
3125,104,3627,1626,1942,35508,1685
2955,31,1118,1700,786,28040,332
2216,14,638,1808,474,27834,164
3285,130,4009,1565,2770,53444,1239
2751,10,427,1766,288,15103,139
2600,59,1405,1785,928,27117,477
3808,14,453,970,303,15038,150
2808,186,3487,1749,2389,49692,1098
2411,109,4128,1800,2975,66877,1153
2643,63,1825,1782,1186,72376,639
3639,101,6366,1171,4804,39784,1562
2873,310,11234,1732,6833,82771,4401
3209,423,12241,1593,6465,114577,5776
3109,32,832,1632,334,7420,498
2709,4,320,1772,173,12189,147
2353,492,16501,1803,10366,91878,6135
2489,207,3741,1794,2664,22648,1077
2476,180,11775,1795,7601,100106,4174
2517,73,2668,1792,1776,28488,892
2369,107,2766,1802,1775,63359,991
3264,243,6503,1573,4654,59245,1849
2717,45,1526,1771,1068,20830,458
3829,97,1948,926,1542,36411,406
3222,37,718,1590,374,25793,344
2596,11,612,1785,366,14397,246
2337,22,816,1803,643,33126,173
2395,232,10879,1800,7375,97415,3504
2579,45,1187,1787,800,19474,387
3920,121,1606,612,1397,17475,209
2423,1414,40938,1799,30185,196923,10753
2226,87,2353,1808,1795,50944,558
2186,186,5738,1809,4421,31370,1317
3020,85,1342,1669,933,27040,409
2480,18,714,1795,552,35105,162
2253,49,1801,1807,1212,38009,589
2474,50,2227,1795,1681,65054,546
2830,32,520,1745,388,22680,132
2701,71,3112,1773,1866,19950,1246
2380,112,4801,1801,3650,56169,1151
2191,61,2304,1809,1634,55101,670
2168,75,2196,1810,1473,27915,723
2316,363,13186,1804,8268,42976,4918
3559,20,219,1295,175,12759,44
2264,37,3214,1806,2014,31935,1200
3334,445,6631,1507,4681,99300,1950
2231,40,999,1808,721,21038,278
3966,32,260,271,166,6745,94
3938,42,393,506,318,6129,75
3244,549,15134,1580,9536,76974,5598
2628,61,1162,1782,801,23457,361
2786,288,13036,1754,7938,54081,5098
2202,19,280,1808,240,19190,40
2678,114,2842,1778,1888,33054,954
2840,4,100,1743,72,13659,28
2889,229,3932,1727,2762,34135,1170
2962,584,10470,1698,6981,52178,3489
3117,75,2573,1628,1497,20455,1076
2891,97,1965,1725,1209,20765,756
2512,311,9914,1792,6946,105623,2968
3906,68,573,674,521,9402,52
2296,302,7981,1805,5410,41601,2571
2507,20,1666,1792,1057,21375,609
2519,26,984,1792,667,16422,317
2896,30,567,1724,421,31310,146
2619,229,5702,1783,3467,38498,2235
2811,800,30787,1748,21450,171131,9337
3273,18,696,1571,440,22717,256
3350,100,2265,1489,1730,42601,535
3865,44,287,820,231,6406,56
3806,282,2692,973,2048,14891,644
2980,370,8293,1691,5281,47294,3012
2365,246,5764,1802,4107,54040,1657
